"5307","Morristown Memorial Hospital School of Cardiovascular Technology","atlantichealth","100 Madison Avenue, Box 1956","Morristown","NJ","7962"
"5308","Atlantic Technical Center","atlantictechcenter","4700 Coconut Creek Parkway","Coconut Creek","FL","33063"
"5309","Atlantic Acting School","atlantictheater","76 Ninth Avenue, Suite 537","New York","NY","10011"
"5310","Atlantic University","atlanticuniv","215 67th Street","Virginia Beach","VA","23451"
"5311","Atlantis University","atlantisuniversity","1442 Biscayne Boulevard","Miami","FL","33132"
"5312","Atlanta Metropolitan State College","atlm","1630 Metropolitan Parkway, SW","Atlanta","GA","30310"
"5313","Atlantic Institute of Oriental Medicine","atom","100 E Broward Blvd, Suite 100","Fort Lauderdale","FL","33301"
"5314","ATS Institute of Technology","atsinstitute","325 Alpha Park Dr","Highland Heights","OH","44143"
"5315","A. T. Still University of Health Sciences","ATSU","800 W. Jefferson St.","Kirksville","MO","63501"
"5316","Arkansas Tech University","atu","Administration Bldg. 200, 1509 North Boulder Avenue","Russellville","AR","72801"
"5317","Air University","au","55 LeMay Plaza South","Maxwell AFB","AL","36112"
"5318","Auburn University Main Campus","auburn",,"Auburn University","AL","36849"
"5319","Auburn Career Center","auburnCC","8140 Auburn Rd","Painesville","OH","44077"
"5320","Atlantic Union College","auc","338 Main St","South Lancaster","MA","1561"
"5321","Audio Recording Technology Institute","audiocareer","4525 Vineland Rd Ste 201b","Orlando","FL","32811"
"5322","Conservatory of Recording Arts and Sciences","AUDIORECORDINGSCHOOL","2300 E Broadway Rd","Tempe","AZ","85282"
"5323","Augusta State University","aug","2500 Walton Way","Augusta","GA","30904"
"5324","Augustana College","augie","2001 S Summit Ave","Sioux Falls","SD","57197"
"5325","Augsburg College","augsburg","2211 Riverside Ave","Minneapolis","MN","55454"
"5326","Augustana College","augustana","639 38th St","Rock Island","IL","61201"
"5327","Augusta Technical College","augustatech","3200 Augusta Tech Drive","Augusta","GA","30906"
"5328","Anaheim Adult Education School","auhsd","1800 W. Ball Road, Room 31","Anaheim","CA","92805"
"5329","Auburn University-Montgomery","aum","7440 East Drive P.O. Box 244023","Montgomery","AL","36117"
"5330","American University of Puerto Rico","aupr","Carr. #2, Km.14.7, Bo. Hato Tejas, P.O. Box 2037","Bayamon","PR","960"
"5331","Aurora Health Care Southern Lakes CPE","aurora","W 3985 County Road NN","Elkhorn","WI","53121"
"5332","Aurora St. Luke's Medical Center","aurorahealthcare","180 W. Grange Avenue","Milwaukee","WI","53207"
"5333","Austin Community College","austincc","5930 Middle Fiskville Rd","Austin","TX","78752"
"5334","Austin College","austincollege","900 N Grand Ave","Sherman","TX","75090"
"5335","Austin Graduate School of Theology","austingrad","1909 University Ave","Austin","TX","78705"
"5336","Austin Presbyterian Theological Seminary","austinseminary","100 E 27th St","Austin","TX","78705"
"5337","Advanced Technology Institute","auto","5700 Southern Blvd Ste 100","Virginia Beach","VA","23462"
"5338","Automotive Dealership Institute","autodealerinstitute","6613 N. Scottsdale Road, Suite 100","Scottsdale","AZ","85250"
"5339","Automeca Technical College","automeca","Parque Industrial La Montana  Lot #14","Aguadilla","PR","605"
"5340","Automotive Training Center","autotraining","114 Pickering Way","Exton","PA","19341"
"5341","Autry Technology Center","autrytech","1201 W Willow","Enid","OK","73703"
"5342","Academy of Vocal Arts","avaopera","1920 Spruce Street","Philadelphia","PA","19103"
"5343","Antelope Valley College","avc","3041 W Ave K","Lancaster","CA","93536"
"5344","Aveda Institute","aveda","400 Central Ave SE","Minneapolis","MN","55414"
"5345","Aveda Institute - Covington","avedainstitutes","1355 Polders Lane","Covington","LA","70433"
"5346","Ave Maria University","avemaria","5050 Ave Maria Boulevard","Ave Maria","FL","34142"
"5347","Ave Maria School of Law","avemarialaw","1025 Commons Circle","Naples","FL","34119"
"5348","Avera Health","avera","3900 W Avera Dr","Sioux Falls","SD","57108"
"5349","Avera Sacred Heart Hospital","AVERASACREDHEART","501 Summit","Yankton","SD","57078"
"5350","Averett University","averett","420 W Main St","Danville","VA","24541"
"5351","Alabama Aviation College","aviation","3405 South U.S. Highway 231","Ozark","AL","36360"
"5352","Aviation Institute of Maintenance - Chesapeake","aviationinstitutes","2211 South Military Highway","Chesapeake","VA","23320"
"5353","Aviation Institute of Maintenance - Houston","aviationmaintenance","7651 Airport Blvd.","Houston","TX","77061"
"5354","Avila University","Avila","11901 Wornall Rd","Kansas City","MO","64145"
"5355","University of Antelope Valley","avmc","44055 North Sierra Highway","Lancaster","CA","93534"
"5356","Ayers Institute Inc","Ayersinstitute","3010 Knight Street Suite 300","Shreveport","LA","71105"
"5357","Azure College","azurecollege","1525 NW 167 Street","Miami Gardens","FL","33169"
"5358","Arizona Western College","azwestern","P.O. Box 929","Yuma","AZ","85366"
"5359","Babel University Professional School of Translation","babel","1110 University Avenue, Suite 510","Honolulu","HI","96826"
"5360","Babson College","babson","Babson Park","Wellesley","MA","2457"
"5361","Bacone College","bacone","2299 Old Bacone Rd.","Muskogee","OK","74403"
"5362","La'James International College","bahnercollege","1660 N Grant","Fremont","NE","68025"
"5363","Bainbridge State College","bainbridge","2500 E Shotwell St","Bainbridge","GA","39819"
"5364","Baker College","baker","1050 West Bristol Road","Flint","MI","48507"
"5365","George T Baker Aviation School","bakeraviation","3275 NW 42nd Ave","Miami","FL","33142"
"5366","Bakersfield College","bakersfieldcollege","1801 Panorama Dr","Bakersfield","CA","93305"
"5367","Baker University","bakeru","618 Eighth Street","Baldwin City","KS","66006"
"5368","Ballet Hispanico School","ballethispanico","167 West 89th Street","New York","NY","10024"
"5369","Ballet Idaho Academy","balletidaho","501 South 8th Street","Boise","ID","83702"
"5370","Baltimore Studio of Hair Design","baltimorestudio","318 N Howard St","Baltimore","MD","21201"
"5371","Bancroft School of Massage Therapy","bancroftsmt","333 Shrewsbury St","Worcester","MA","1604"
"5372","Bank Street College of Education","bankstreet","610 W 112 St","New York","NY","10025"
"5373","The Baptist College of Florida","baptistcollege","5400 College Dr","Graceville","FL","32440"
"5374","Baptist Health System Dietetic Internship","baptisthealthsystem","111 Dallas Street","San Antonio","TX","78205"
"5375","Central Baptist Theological Seminary of Virginia Beach","baptistseminary","2221 Centerville Turnpike","Virginia Beach","VA","23464"
"5376","Lincoln Technical Institute - East Windsor","baraninstitute","97 Newberry Road","East Windsor","CT","6088"
"5377","Barclay College","barclaycollege","607 N Kingman","Haviland","KS","67059"
"5378","Bard College","bard","30 Campus Road","Annandale-On-Hudson","NY","12504"
"5379","Barnard College","barnard","3009 Broadway","New York","NY","10027"
"5380","Goldfarb School of Nursing at Barnes-Jewish College","barnesjewishcollege","306 S Kingshighway Blvd","St. Louis","MO","63110"
"5381","BarPalma Beauty Careers Academy","barpalma","3535 Franklin Road, S.W., Unit D","Roanoke","VA","24014"
"5382","Barrett and Company School of Hair Design","barrett","973 Kimberly Square","Nicholasville","KY","40356"
"5383","Barry University","barry","11300 NE 2nd Ave","Miami Shores","FL","33161"
"5384","Barstow Community College","barstow","2700 Barstow Road","Barstow","CA","92311"
"5385","Barton College","barton","200 Atlantic Christian College Drive","Wilson","NC","27893"
"5386","Barton County Community College","bartonccc","245 NE 30th Road","Great Bend","KS","67530"
"5387","Baruch College of the City University of New York","baruch","One Bernard Baruch Way","New York","NY","10010"
"5388","Bassett Adult School","bassett","1314 N. Le Borgne","LaPuente","CA","91746"
"5389","Bastyr University","bastyr","14500 Juanita Drive NE","Kenmore","WA","98028"
"5390","Bates College","bates","2 Andrews Road, 2 Lane Hall","Lewiston","ME","4240"
"5391","Winner Institute, Inc. Dale Carnegie Training","batonrouge","519 Kimmeridge Drive, P.O. Box 40188","Baton Rouge","LA","70835"
"5392","Bauder College","bauder","384 Northyards Blvd., Suite 190","Atlanta","GA","30313"
"5393","Tom P Haney Technical Center","bay","3016 Hwy 77","Panama City","FL","32405"
"5394","Bay de Noc Community College","baycollege","2001 N Lincoln Road","Escanaba","MI","49829"
"5395","Baylor University","baylor","500 Speight Ave.","Waco","TX","76798"
"5396","Bay Medical Center, Sacred Heart System Gooding Institute of Nurse Anesthesia","baymedical","615 N Bonita Ave","Panama City","FL","32401"
"5397","Bay Path College","baypath","588 Longmeadow Street","Longmeadow","MA","1106"
"5398","Bay State College - Boston","baystate","122 Commonwealth Avenue","Boston","MA","2116"
"5399","Bay State School of Technology","baystatetech","225 Turnpike St","Canton","MA","2021"
"5400","Baptist Bible College, Graduate School and Seminary","bbc","538 Venard Rd","Clarks Summit","PA","18411"
"5401","Boston College","BC","140 Commonwealth Ave","Chestnut Hill","MA","2467"
"5402","Butler County Community College","bc3","College Drive Oak Hills","Butler","PA","16003"
"5403","Bronx Community College of the City University of New York","bcc","2155 University Avenue","Bronx","NY","10453"
"5404","Baltimore City Community College","bccc","2901 Liberty Hts Ave","Baltimore","MD","21215"
"5405","Bayamon Community College","bccpr","17 Maceo St","Bayamon","PR","959"
"5406","Baptist Memorial College of Health Sciences","bchs","1003 Monroe Ave","Memphis","TN","38104"
"5407","Baylor College of Medicine","bcm","One Baylor Plaza BCM 365","Houston","TX","77030"
"5408","Boulder College of Massage Therapy","bcmt","6255 Longbow Dr","Boulder","CO","80301"
"5409","Bucks County School of Beauty Culture, Inc.","bcsbc","1761 Bustleton Pike","Feasterville","PA","19053"
"5410","Bethesda University of California","bcu","730 N. Euclid St","Anaheim","CA","92801"
"5411","Beacon College","beaconcollege","105 E Main St","Leesburg","FL","34748"
"5412","Beaufort County Community College","beaufortcc","5337 Highway 264 East","Washington","NC","27889"
"5413","Beau Monde College of Hair Design","beaumondecollege","1221 SW 12th Avenue","Portland","OR","97205"
"5414","GUTI, The Premier Beauty and Wellness Academy - Bradenton","BEAUTY-ACADEMY","4212 Cortez Road West","Bradenton","FL","34210"
"5415","La Belle Beauty Academy","beautyacademy","2960 SW 8th Street","Miami","FL","33135"
"5416","Beauty Academy of South Florida","beautyacademyofsouthflorida","9800 NW 77th Avenue","Hialeah Gardens","FL","33016"
"5417","Aveda Institute Lafayette","beautybasicsinc","2922 Johnston Street","Lafayette","LA","70503"
"5418","Beauty College of America","beautycl","1171 Main St","Forest Park","GA","30297"
"5419","Hair Professionals Career College","beautyschool","10321 S Roberts Rd","Palos Hills","IL","60465"
"5420","Paul Mitchell The School Louisville","beautyschooldirectory","156 North Hurstbourne Parkway","Louisville","KY","40222"
"5421","Huntington School of Beauty Culture-Main Campus","beautyschoolforyou","5636 US Route 60 East, Suite #2","Huntington","WV","25705"
"5422","Beauty Schools of America","beautyschoolsofamerica","1060 West 49th Street","Hialeah","FL","33012"
"5423","Becker College","beckercollege","61 Sever St","Worcester","MA","1609"
"5424","Beckfield College","beckfield","16 Spiral Drive","Florence","KY","41042"
"5425","Bel-Rea Institute of Animal Technology","bel-rea","1681 S Dayton St","Denver","CO","80247"
"5426","Belhaven University","belhaven","1500 Peachtree St","Jackson","MS","39202"
"5427","Bellarmine University","bellarmine","2001 Newburg Rd","Louisville","KY","40205"
"5428","Bellevue College","bellevuecollege","3000 Landerholm Circle SE","Bellevue","WA","98007"
"5429","Bellin College","bellincollege","725 S Webster Ave","Green Bay","WI","54301"
"5430","Belmont University","belmont","1900 Belmont Blvd","Nashville","TN","37212"
"5431","Belmont Abbey College","belmontabbeycollege","100 Belmont-Mt Holly Road","Belmont","NC","28012"
"5432","Beloit College","beloit","700 College St","Beloit","WI","53511"
"5433","Bemidji State University","bemidjistate","1500 Birchmont Drive NE","Bemidji","MN","56601"
"5434","Benedictine University","ben","5700 College Road","Lisle","IL","60532"
"5435","Benedict College","benedict","1600 Harden Street","Columbia","SC","29204"
"5436","Benedictine College","benedictine","1020 N 2nd St","Atchison","KS","66002"
"5437","Benefis Healthcare School of Radiologic Technology","benefis","500 15th Ave S","Great Falls","MT","59405"
"5438","Bennett College for Women","bennett","900 E Washington St","Greensboro","NC","27401"
"5439","Bennington College","bennington","One College Drive","Bennington","VT","5201"
"5440","Bentley College","bentley","175 Forest St","Waltham","MA","2452"
"5441","Illinois Center for Broadcasting","beonair","55 W. 22nd Street #240","Lombard","IL","60148"
"5442","Berea College","berea","101 Chestnut Street","Berea","KY","40404"
"5443","Berean Institute","bereaninstitute","1901 W Girard Ave","Philadelphia","PA","19130"
"5444","Bergen Community College","bergen","400 Paramus Rd","Paramus","NJ","7652"
"5445","Berkeley Adult School","berkeley","1222 University Avenue","Berkeley","CA","94702"
"5446","Berkeley College","BerkeleyCollege","44 Rifle Camp Rd","West Paterson","NJ","7424"
"5447","Berklee College of Music","berklee","1140 Boylston St","Boston","MA","2215"
"5448","Berks Career and Technolgy Center","berkscareer","1057 County Road","Leesport","PA","19533"
"5449","Berkshire Community College","berkshirecc","1350 West Street","Pittsfield","MA","1201"
"5450","Berks Technical Institute","berkstech","2205 Ridgewood Rd","Wyomissing","PA","19610"
"5451","Berk Trade and Business School","berktradeschool","33-09 Queens Boulevard","Long Island City","NY","11101"
"5452","Berlitz Language Centers","berlitz","400 Alexander Park","Princeton","NJ","8540"
"5453","Mr. Bernard's School of Hair Fashion, Inc.","BERNARDSCHOOLHAIRFASHION","711 Lisbon Street","Lewiston","ME","4243"
